NM_URNA_CANDIDATO,NM_MUNICIPIO,CD_MUNICIPIO,DS_SIT_TOT_TURNO,NR_PARTIDO,SG_PARTIDO,QT_VOTOS_NOMINAIS,Espectro
JOEL BUSCARIOL,BOA ESPERANÇA,74578,ELEITO,15,MDB,18986,centro
JOÃO DULLIUS,CRUZEIRO DO SUL,86215,ELEITO,15,MDB,18571,centro
JOSEMIRA,CANAÃ DOS CARAJÁS,4707,ELEITO,15,MDB,18535,centro
DRA. PAULA,CRUZ ALTA,86193,ELEITO,15,MDB,18297,centro
ALEXANDRE SIQUEIRA,TUCURUÍ,5614,ELEITO,15,MDB,18104,centro
TARRAFA,CURUÇÁ,4570,ELEITO,15,MDB,18085,centro
MILTON SCHMITZ,CARAZINHO,85910,ELEITO,15,MDB,18083,centro
ALEOMAR REZENDE,MINEIROS,94595,ELEITO,15,MDB,17857,centro
WELLINGTON DA LW,ARCOVERDE,23230,ELEITO,15,MDB,17832,centro
NILMA LIMA,MOJU,4936,ELEITO,15,MDB,17754,centro
CONSTANTINO ORSOLIN,CANELA,85855,ELEITO,15,MDB,17625,centro
MERCIAL ARRUDA,GRAJAÚ,7935,ELEITO,15,MDB,17289,centro
IURA,MARAU,87378,ELEITO,15,MDB,16218,centro
EDUARDO PIO X,SÃO MIGUEL DO GUAMÁ,5517,ELEITO,15,MDB,16194,centro
VINICIUS PEGORARO,CANGUÇU,85871,ELEITO,15,MDB,16051,centro
MÁRCIO AMARAL,ALEGRETE,85073,ELEITO,15,MDB,16038,centro
CELSO MORAIS,PARAÍSO DO TOCANTINS,95192,ELEITO,15,MDB,15899,centro
ANTÔNIO ALMEIDA,ACOPIARA,13056,ELEITO,15,MDB,15864,centro
ISAU FONSECA,JI-PARANÁ,51,ELEITO,15,MDB,15699,centro
CARLOS ALBERTO,AMPARO,61379,ELEITO,15,MDB,15389,centro
PEDRINHO DA BALSA,ACARÁ,4030,ELEITO,15,MDB,15320,centro
ZEQUINHA RICI,BARRA BONITA,62057,ELEITO,15,MDB,15037,centro
DAVID BARROS,GIRAU DO PONCIANO,27570,ELEITO,15,MDB,14956,centro
GUSTAVO REIS,JAGUARIÚNA,65951,ELEITO,15,MDB,14888,centro
ESTRELA,AUGUSTO CORRÊA,4170,ELEITO,15,MDB,14808,centro
GERALDINHO,PIEDADE,68578,ELEITO,15,MDB,14736,centro
CACAU,MARECHAL DEODORO,27936,ELEITO,15,MDB,14702,centro
GILSINHO BRANDÃO,URUARÁ,5754,ELEITO,15,MDB,14585,centro
REINALDINHO,XIQUE-XIQUE,39713,ELEITO,15,MDB,14573,centro
JAIR MARTINS,CONCEIÇÃO DO ARAGUAIA,4537,ELEITO,15,MDB,14537,centro
EDILSON TAVARES,TORITAMA,26077,ELEITO,15,MDB,14451,centro
DANIEL HINNAH,PANAMBI,87815,ELEITO,15,MDB,14287,centro
SALMIR,BIGUAÇU,80454,ELEITO,15,MDB,14063,centro
RONALDO LOPES,PENEDO,28339,ELEITO,15,MDB,14060,centro
FRANCIMAR,ESPERANTINA,73296,NÃO ELEITO,15,MDB,14035,centro
CÉSAR CESA,ARARANGUÁ,80276,ELEITO,15,MDB,13967,centro
GEAN BARROS,LÁBREA,2518,ELEITO,15,MDB,13778,centro
ALAN SILVEIRA,APODI,16195,ELEITO,15,MDB,13731,centro
JOSÉ HENRIQUES,CATAGUASES,43052,ELEITO,15,MDB,13722,centro
FLÁVIO DE BERÓI,NOVA CRUZ,17655,ELEITO,15,MDB,13666,centro
ZÉ HELDER,VÁRZEA ALEGRE,15814,ELEITO,15,MDB,13537,centro
DONA LUCIDIA,JURUTI,4774,NÃO ELEITO,15,MDB,13463,centro
CRISTINE LASMAR,OLIVEIRA,49115,ELEITO,15,MDB,13438,centro
DRA CHRISTIANE BULHÕES,SANTANA DO IPANEMA,28592,ELEITO,15,MDB,13408,centro
DR ADAIL MACHADO,GUARACIABA DO NORTE,14010,ELEITO,15,MDB,13234,centro
ROGER CAPUTI,OSÓRIO,87734,ELEITO,15,MDB,13174,centro
SAUL,TABATINGA,98477,ELEITO,15,MDB,13068,centro
KIL,UNIÃO DOS PALMARES,28851,ELEITO,15,MDB,13008,centro
JOÃOZINHO FÉLIX,CAMPO MAIOR,10430,ELEITO,15,MDB,12748,centro
KLEBERSON LIMA,CURITIBANOS,80934,ELEITO,15,MDB,12740,centro
JÚNIOR DO TITICO,IPUEIRAS,14192,ELEITO,15,MDB,12576,centro
CARLOS DU,BARBACENA,41114,ELEITO,15,MDB,12553,centro
ZÉLIA PEZZINI,MATOZINHOS,48216,ELEITO,15,MDB,12511,centro
ZÉ FIGUEIREDO,SÃO JOSÉ DE MIPIBU,18414,ELEITO,15,MDB,12483,centro
ORLANDO FILHO,MOMBAÇA,14710,ELEITO,15,MDB,12308,centro
VILMAR CAPPELLARO,LAGOA GRANDE,23183,ELEITO,15,MDB,12203,centro
MAZINHO SERAFIM,SENA MADUREIRA,1457,ELEITO,15,MDB,12183,centro
LUCILA MAGGI,BOM JESUS,85456,ELEITO,15,MDB,11778,centro
GEORGE,SÃO MIGUEL DOS CAMPOS,28711,ELEITO,15,MDB,11723,centro
ALEXANDRE BATITÉ,SÃO BENTO DO UNA,25593,ELEITO,15,MDB,11198,centro
DR CLÁUDIO  DINHO,CONGONHAS,43591,ELEITO,15,MDB,11158,centro
JAIME SILVA,ÓBIDOS,5010,ELEITO,15,MDB,11156,centro
MURILO,TRIUNFO,89435,ELEITO,15,MDB,11119,centro
MATHEUS ALMEIDA,MONTE ALEGRE,4952,ELEITO,15,MDB,11106,centro
VIDAL,PARATY,58750,ELEITO,15,MDB,11052,centro
RAFAEL CALEFFI,SÃO LOURENÇO DO OESTE,83330,ELEITO,15,MDB,11005,centro
ZIANE COSTA,DELMIRO GOUVEIA,27472,ELEITO,15,MDB,10948,centro
GODOFREDO,SÃO FRANCISCO DO SUL,83194,ELEITO,15,MDB,10666,centro
DOIDO RABELO,MÃE DO RIO,4103,ELEITO,15,MDB,10625,centro
PANOSSO,FREDERICO WESTPHALEN,86673,ELEITO,15,MDB,10591,centro
JOÃO CLEBER,SÃO FÉLIX DO XINGU,5452,ELEITO,15,MDB,10554,centro
FERNANDA CAVALCANTI,SÃO LUÍS DO QUITUNDE,28690,ELEITO,15,MDB,10546,centro
MAXWELL DA MARIINHA,ALTOS,10073,ELEITO,15,MDB,10542,centro
NASELMO FERREIRA,FORTIM,13501,ELEITO,15,MDB,10421,centro
WALDEMAR,VERANÓPOLIS,89591,ELEITO,15,MDB,10397,centro
ZÉ ANTONIO,EMBU-GUAÇU,64033,ELEITO,15,MDB,10216,centro
ZÉ FERNANDO,CONCEIÇÃO DO MATO DENTRO,43494,ELEITO,15,MDB,10128,centro
SANDRO DONATI,MARAVILHA,82058,ELEITO,15,MDB,10106,centro
ELOISA DE TADEU ,PEDRO LEOPOLDO,49859,ELEITO,15,MDB,9968,centro
DR VERISSINHO,POMBAL,21431,ELEITO,15,MDB,9880,centro
EDIVILSON BRUM,RIO PARDO,88170,ELEITO,15,MDB,9872,centro
DR SERGIO BORDIN,ORLÂNDIA,67873,ELEITO,15,MDB,9868,centro
TOM FARIAS,ALENQUER,4073,ELEITO,15,MDB,9842,centro
ADRIANA ANDRADE,RONDON DO PARÁ,5738,ELEITO,15,MDB,9818,centro
SCHMIDT,SÃO JOAQUIM DA BARRA,70890,ELEITO,15,MDB,9789,centro
HUMBERTO MARAVILHA,UMBAÚBA,32514,ELEITO,15,MDB,9719,centro
GLENIO SEIXAS,BARREIRINHA,2119,ELEITO,15,MDB,9697,centro
COSME MACEDO,MOCAJUBA,4910,ELEITO,15,MDB,9646,centro
XANDÃO,AURORA,80373,ELEITO,15,MDB,9566,centro
ALBERTO MACEDO,BARRA DOS COQUEIROS,31119,ELEITO,15,MDB,9258,centro
ELSINHO,SÃO DOMINGOS DO CAPIM,5436,ELEITO,15,MDB,9252,centro
ALDO JULIO,ROLIM DE MOURA,299,ELEITO,15,MDB,9064,centro
REGINALDO SILVA,JAÍBA,40282,ELEITO,15,MDB,9048,centro
BRUNO RAMALHO,CARAUARI,2216,ELEITO,15,MDB,9015,centro
BAGUÁ,SACRAMENTO,51373,ELEITO,15,MDB,9009,centro
DONA GRACA,ITAMBÉ,25976,ELEITO,15,MDB,8994,centro
IVAINA REIS,CONCEIÇÃO DAS ALAGOAS,43451,ELEITO,15,MDB,8941,centro
JARBAS RICARDO,SÃO JOSÉ DA TAPERA,28673,ELEITO,15,MDB,8884,centro
MARILDA,SOLEDADE,89192,ELEITO,15,MDB,8791,centro
MARIA LÚCIA CARDOSO,PITANGUI,50270,ELEITO,15,MDB,8733,centro
SAMIA MOREIRA,SANTA QUITÉRIA DO MARANHÃO,8990,ELEITO,15,MDB,8654,centro
HELDER ARAGÃO,ANAJATUBA,7137,ELEITO,15,MDB,8653,centro
MARCINHO,INHAPIM,46175,ELEITO,15,MDB,8563,centro
KELLY DESTRO,ULIANÓPOLIS,4324,ELEITO,15,MDB,8536,centro
EVANDRO KUWER,SÃO MARCOS,88838,ELEITO,15,MDB,8450,centro
EVALDO DOS REIS EVALDÃO,CORINTO,43818,ELEITO,15,MDB,8438,centro
DR. JORGE KOCH,ORLEANS,82295,ELEITO,15,MDB,8420,centro
ALTAIR JUNIOR,PALMARES,24996,NÃO ELEITO,15,MDB,8416,centro
CHICO FOLLE,XAXIM,83879,ELEITO,15,MDB,8378,centro
ANDERSON DIAS,MARAPANIM,4871,ELEITO,15,MDB,8376,centro
MARCO ANTÔNIO,MOJUÍ DOS CAMPOS,4863,ELEITO,15,MDB,8357,centro
ZÉ RICARDO,IGARAPAVA,65030,ELEITO,15,MDB,8328,centro
DR. GIOVANI,CORBÉLIA,75230,ELEITO,15,MDB,8288,centro
EMERSON STEIN,PORTO BELO,82651,ELEITO,15,MDB,8288,centro
TITICA,CARAÚBAS,16454,NÃO ELEITO,15,MDB,8282,centro
VALDIR,PIRAPOZINHO,68853,ELEITO,15,MDB,8262,centro
ADINAN,CORDEIRÓPOLIS,63495,ELEITO,15,MDB,8244,centro
DAVID BEMERGUY,BENJAMIN CONSTANT,2135,ELEITO,15,MDB,8231,centro
MARCELO FUBÁ,AIMORÉS,40215,ELEITO,15,MDB,8207,centro
NICINHA DE DINCA,TABIRA,25917,ELEITO,15,MDB,8203,centro
JOÃOZINHO BATISTA,GURUPÁ,4618,ELEITO,15,MDB,8159,centro
DR. FAVIO TELIS,JAGUARÃO,87211,ELEITO,15,MDB,8148,centro
DIGÃO,MUTUÍPE,37494,ELEITO,15,MDB,8062,centro
ADENILSON REIS,NOVA OLINDA DO NORTE,2658,ELEITO,15,MDB,7999,centro
JAIRO ,BALNEÁRIO RINCÃO,83909,ELEITO,15,MDB,7979,centro
ADRIANO POFFO POFFO,IBIRAMA,81353,ELEITO,15,MDB,7972,centro
WELLINGTON BACELO,SANTA VITÓRIA DO PALMAR,88498,ELEITO,15,MDB,7947,centro
MINEIRO,CACHOEIRA PAULISTA,62731,ELEITO,15,MDB,7890,centro
ALDO POPULAR,PORTO REAL DO COLÉGIO,28495,ELEITO,15,MDB,7825,centro
ELIZANE,SÃO DOMINGOS DO ARAGUAIA,4464,ELEITO,15,MDB,7796,centro
WASHINGTON,TACARATU,25950,ELEITO,15,MDB,7724,centro
MARCELO RODRIGUES,ALHANDRA,19119,ELEITO,15,MDB,7707,centro
MATHEUS BEZERRA,BANANEIRAS,19313,ELEITO,15,MDB,7693,centro
FERNANDO OCTAVIANI,AGUDOS,61131,ELEITO,15,MDB,7655,centro
SALIM CURI,SANTA VITÓRIA,51950,ELEITO,15,MDB,7635,centro
MARCÂO,SANTA BÁRBARA DO PARÁ,4243,ELEITO,15,MDB,7610,centro
LÉO CAPITELLI,SERRANA,71315,ELEITO,15,MDB,7600,centro
TAKÁ,RURÓPOLIS,5894,ELEITO,15,MDB,7558,centro
RAULISON RIBEIRO,SANTO ANTÔNIO,18295,ELEITO,15,MDB,7555,centro
AELTON FONSECA,ANAPU,4723,ELEITO,15,MDB,7478,centro
EDUARDO DA MACHADO,SANTANA DO ARAGUAIA,5339,ELEITO,15,MDB,7464,centro
JOAO MARTINS,BEQUIMÃO,7374,ELEITO,15,MDB,7412,centro
FERNANDO CAVALCANTE,MATRIZ DE CAMARAGIBE,28010,ELEITO,15,MDB,7342,centro
MIGUEL JUNIOR,BUJARU,4375,ELEITO,15,MDB,7322,centro
ABELARDINHO,BARIRI,62030,ELEITO,15,MDB,7315,centro
IQUE VEDOVATO,IMBÉ,85685,ELEITO,15,MDB,7309,centro
GISLAINE CUNHA,SOMBRIO,83496,ELEITO,15,MDB,7257,centro
PAULINHO SALERNO,RESTINGA SÊCA,88137,ELEITO,15,MDB,7216,centro
DAVI XAVIER,PRAINHA,5193,ELEITO,15,MDB,7173,centro
VANESSA GUSMÃO,AURORA DO PARÁ,4340,ELEITO,15,MDB,7136,centro
DR VALBERTO,PROPRIÁ,32131,ELEITO,15,MDB,7109,centro
JOÃO ROSENDO,LAJINHA,47538,ELEITO,15,MDB,7102,centro
ELIESER,VARGEM ALTA,57959,ELEITO,15,MDB,7087,centro
PAULO FERREIRA,PORTEL,5150,ELEITO,15,MDB,7081,centro
LUCAS FORONI,RIO BRILHANTE,91430,ELEITO,15,MDB,6960,centro
DORINI,CAPINZAL,80756,ELEITO,15,MDB,6920,centro
ZÉ DE OLIVEIRA,RIO VERDE DE MATO GROSSO,91472,ELEITO,15,MDB,6851,centro
ROGERIO COURO FINO,JARDIM DE PIRANHAS,17094,ELEITO,15,MDB,6808,centro
ADAIR,SANTO CRISTO,88617,ELEITO,15,MDB,6803,centro
BRUNO FEIJO,BOCA DA MATA,27197,ELEITO,15,MDB,6796,centro
OLAVO NETO,MURICI,28096,ELEITO,15,MDB,6791,centro
DR MARIANO,ÁGUA BOA,91910,ELEITO,15,MDB,6747,centro
PACELLI,SÃO PAULO DO POTENGI,18490,ELEITO,15,MDB,6713,centro
PIRICA,BRASIL NOVO,4227,ELEITO,15,MDB,6708,centro
DUDU VIEIRA,CONDE,34711,ELEITO,15,MDB,6704,centro
AKIRA OTSUBO,BATAGUASSU,90379,ELEITO,15,MDB,6691,centro
DONA VERA DANTAS,IGREJA NOVA,27634,ELEITO,15,MDB,6671,centro
LAERCIO,GUARANÉSIA,45659,ELEITO,15,MDB,6661,centro
CARLINHOS SOBRAL,CORONEL JOÃO SÁ,34835,ELEITO,15,MDB,6629,centro
BÊDA,UBAITABA,39438,ELEITO,15,MDB,6623,centro
RAQUEL,PLACAS,4626,ELEITO,15,MDB,6618,centro
PAULO RENATO CORTELINI GAMBÁ,SÃO FRANCISCO DE ASSIS,88650,ELEITO,15,MDB,6604,centro
TONINHO,GOUVEIA,45519,ELEITO,15,MDB,6560,centro
MÁRCIA FERREIRA,RIO MARIA,5690,ELEITO,15,MDB,6555,centro
JUCA,LARANJEIRAS,31712,ELEITO,15,MDB,6551,centro
MARCELO OTAVIANO,MONTE AZUL PAULISTA,67318,ELEITO,15,MDB,6544,centro
ALCIONE GRAZZIOTIN,NOVA PRATA,87696,ELEITO,15,MDB,6515,centro
PAULO JAIR PILATI,MARMELEIRO,76953,ELEITO,15,MDB,6508,centro
GELSON DILL,NOVO PROGRESSO,4383,ELEITO,15,MDB,6507,centro
TECO,PERDÕES,49972,ELEITO,15,MDB,6476,centro
FABIANO BALDESSAR,OTACÍLIO COSTA,83976,ELEITO,15,MDB,6395,centro
GUSTAVO CARIBÉ,BELÉM DO SÃO FRANCISCO,23310,ELEITO,15,MDB,6382,centro
KAMILY ARAUJO,SÃO JOÃO DE PIRABAS,4065,ELEITO,15,MDB,6376,centro
DIDI,LAGOA FORMOSA,47490,ELEITO,15,MDB,6374,centro
AQUILES,PENHA,82457,ELEITO,15,MDB,6359,centro
SÔNIA COSTA,MADALENA,13021,ELEITO,15,MDB,6304,centro
MANOEL ROSA,BASTOS,62154,ELEITO,15,MDB,6295,centro
PEDRO PARAIBANO,PEDRA BRANCA,15113,NÃO ELEITO,15,MDB,6288,centro
MAURO RISSO,JARDINÓPOLIS,81140,ELEITO,15,MDB,6278,centro
MARIANA CHAMON,CURIONÓPOLIS,5851,ELEITO,15,MDB,6277,centro
JAIR SOUTO,MANAQUIRI,98396,ELEITO,15,MDB,6260,centro
RUDÃO GIMENES,PONTAL DO PARANÁ,75523,ELEITO,15,MDB,6234,centro
VALQUIRIA CARDOSO,VARZELÂNDIA,54178,ELEITO,15,MDB,6226,centro
RAFAEL BOLACHA,MOREIRA SALES,77070,ELEITO,15,MDB,6225,centro
ALCINEIA FERRO,NOVA ESPERANÇA DO PIRIÁ,4480,ELEITO,15,MDB,6215,centro
SILVAN BALEEIRO,CONDEÚBA,34738,ELEITO,15,MDB,6140,centro
MANUILSON ANDRADE,COLÔNIA LEOPOLDINA,27413,ELEITO,15,MDB,6075,centro
ALEXANDRE FILADELFO,ITAMONTE,46590,ELEITO,15,MDB,6055,centro
LÚCIA DO LÍDER,ALMEIRIM,4090,ELEITO,15,MDB,6053,centro
DR. PAULO,MONTE AZUL,48577,ELEITO,15,MDB,5936,centro
ALEUDO BENEDITO,SERRITA,25798,ELEITO,15,MDB,5890,centro
NELSON VIRTUOSO,PRESIDENTE GETÚLIO,82759,ELEITO,15,MDB,5870,centro
ADINALDO,INDIAROBA,31550,ELEITO,15,MDB,5849,centro
CAMILA FERNANDES,MIRACEMA DO TOCANTINS,94617,ELEITO,15,MDB,5834,centro
VITINHO,ABRE CAMPO,40053,ELEITO,15,MDB,5809,centro
ENRICO FALABELLA,URUCARÁ,2852,ELEITO,15,MDB,5799,centro
RONILSON OLIVEIRA,CROATÁ,15881,ELEITO,15,MDB,5786,centro
DR. RODRIGO,GARUVA,81159,ELEITO,15,MDB,5757,centro
DÁRIO COELHO,ITAPIÚNA,14311,ELEITO,15,MDB,5754,centro
NETO HAGGI,CAMBARÁ,74691,ELEITO,15,MDB,5741,centro
MARINA DANTAS,BATALHA,27138,ELEITO,15,MDB,5739,centro
PROFESSOR BENITO,ENCRUZILHADA DO SUL,86355,ELEITO,15,MDB,5674,centro
DAIR,PALMITOS,82376,ELEITO,15,MDB,5674,centro
FERNANDO DE FAVERI,COCAL DO SUL,80306,ELEITO,15,MDB,5674,centro
ALEX FREITAS,ACAJUTIBA,33057,ELEITO,15,MDB,5641,centro
HENRIQUE NOGUEIRA,PASSA QUATRO,49514,ELEITO,15,MDB,5638,centro
DR MANOEL,DIAMANTINO,90697,ELEITO,15,MDB,5588,centro
ANDERSON DE ZÉ DAS CANAS,FREI PAULO,31453,ELEITO,15,MDB,5555,centro
ROBERTAO,PRESIDENTE DUTRA,38130,ELEITO,15,MDB,5516,centro
BRUNO RIBEIRO,ASTOLFO DUTRA,40916,ELEITO,15,MDB,5505,centro
RABICÓ,SÃO JOSÉ DO CEDRO,83291,ELEITO,15,MDB,5503,centro
TIAGO BALTT,BALNEÁRIO PIÇARRAS,82511,ELEITO,15,MDB,5481,centro
MAURICIO BARONI,ELIAS FAUSTO,63991,ELEITO,15,MDB,5474,centro
THYAGO GNOATTO,DIONÍSIO CERQUEIRA,80977,ELEITO,15,MDB,5426,centro
RODRIGÃO,CAMANDUCAIA,42099,ELEITO,15,MDB,5384,centro
ALESSANDRA,SANTA CECÍLIA,83054,ELEITO,15,MDB,5369,centro
MOACIR DO QUEIJO,ANTÔNIO CARLOS,40576,NÃO ELEITO,15,MDB,5335,centro
CORNELIO,SÃO MIGUEL DO GUAPORÉ,418,ELEITO,15,MDB,5310,centro
HUGO WANDERLEY,CACIMBINHAS,27235,ELEITO,15,MDB,5302,centro
ADRIANO SALOMÃO,SANTA MARIA DAS BARREIRAS,5991,ELEITO,15,MDB,5233,centro
MAUROSAN,ALVINÓPOLIS,40452,ELEITO,15,MDB,5211,centro
DAVI BRANDÃO,VIÇOSA,28878,NÃO ELEITO,15,MDB,5180,centro
RIBAMAR LIMA,GOIANÉSIA DO PARÁ,4006,NÃO ELEITO,15,MDB,5179,centro
AURENICE RIBEIRO,TOMÉ-AÇU,5592,NÃO ELEITO,15,MDB,5175,centro
LUCAS SANTOS ,TRAIPU,28835,ELEITO,15,MDB,5170,centro
NENEM BORGES,SÃO JOSÉ DO CAMPESTRE,18430,ELEITO,15,MDB,5142,centro
DRA SAIONARA,LAURO MÜLLER,81892,ELEITO,15,MDB,5139,centro
ARMANDO MAYERHOFER,SOBRADINHO,89176,ELEITO,15,MDB,5137,centro
PATRICIA LOPES,PRESIDENTE FIGUEIREDO,98418,ELEITO,15,MDB,5134,centro
MERSON,POÇÃO,25232,ELEITO,15,MDB,5116,centro
JUNIOR DE RIVALDO,SALOÁ,25453,ELEITO,15,MDB,5106,centro
BIANCHET,SERAFINA CORRÊA,89095,ELEITO,15,MDB,5089,centro
MARCELO LIMA,QUEBRANGULO,28517,ELEITO,15,MDB,5065,centro
GAIOLA,JACINTO MACHADO,81710,ELEITO,15,MDB,5047,centro
FELIPE VOIGT,SCHROEDER,83437,ELEITO,15,MDB,5011,centro
DIDA,ILHOTA,81396,ELEITO,15,MDB,4982,centro
MARQUINHOS DO DEDÉ,PARANATINGA,89834,ELEITO,15,MDB,4961,centro
SOCORRINHA,NOVA TIMBOTEUA,4995,ELEITO,15,MDB,4954,centro
CLAUDINHO,CABO VERDE,41890,ELEITO,15,MDB,4883,centro
ELIZINHO,CARNAUBEIRA DA PENHA,23167,ELEITO,15,MDB,4853,centro
LUCIANO,LAGOA NOVA,17299,ELEITO,15,MDB,4834,centro
JOÃO GOMES,BREJINHO,16357,ELEITO,15,MDB,4831,centro
NONATO CARVALHO,MAGALHÃES DE ALMEIDA,8257,ELEITO,15,MDB,4822,centro
MARCIONEI,LONTRAS,81957,ELEITO,15,MDB,4791,centro
MÁRCIO,PIRATINI,87955,ELEITO,15,MDB,4780,centro
TAMANINI,CORUPÁ,80870,ELEITO,15,MDB,4754,centro
EDNEI,SÃO JOÃO DO PIAUÍ,11991,ELEITO,15,MDB,4733,centro
FLAUDIVAN,PENDÊNCIAS,17973,ELEITO,15,MDB,4711,centro
PAULINHO DA SAUDE,MARACAÍ,66770,ELEITO,15,MDB,4704,centro
THALITA DIAS,ÁGUA DOCE DO MARANHÃO,7005,ELEITO,15,MDB,4672,centro
DR ANDRE,VILA BELA DA SANTÍSSIMA TRINDADE,91090,ELEITO,15,MDB,4671,centro
DEYVISONN,PESCARIA BRAVA,83925,ELEITO,15,MDB,4665,centro
RICARDO COSTA,SANTO AMARO DA IMPERATRIZ,83097,ELEITO,15,MDB,4656,centro
TIAGO DALSASSO,NOVA TRENTO,82252,ELEITO,15,MDB,4650,centro
EDIMILSON,RIO BANANAL,57118,ELEITO,15,MDB,4645,centro
TINOCO,SÃO FRANCISCO DO GUAPORÉ,795,ELEITO,15,MDB,4633,centro
RIVELINO,PATU,17850,ELEITO,15,MDB,4586,centro
EDMILSON MEIRELES,IRUPI,56049,ELEITO,15,MDB,4582,centro
RAISSA BENTO,GUAJARÁ-MIRIM,19,ELEITO,15,MDB,4575,centro
CARLINHOS DA NACIONAL,MIRANORTE,94633,ELEITO,15,MDB,4571,centro
NEQUINHA,BELO VALE,41270,ELEITO,15,MDB,4560,centro
BAMBUETA,CACHOEIRA DO ARARI,4391,ELEITO,15,MDB,4546,centro
EDSON GUIMARÃES,PONTALINA,95494,ELEITO,15,MDB,4529,centro
JOAO BATISTA,IPORÁ,93998,NÃO ELEITO,15,MDB,4514,centro
BETO TURCHIELLO,JAGUARI,87238,ELEITO,15,MDB,4512,centro
ALUISIO TEIXEIRA,TERRA DE AREIA,85162,ELEITO,15,MDB,4488,centro
FELIPE DIAS,ORIZONA,95036,ELEITO,15,MDB,4487,centro
ADILSON BALESTRIN,SEBERI,89052,ELEITO,15,MDB,4458,centro
OSIVAN QUEIROZ,LAGOA SALGADA,17310,ELEITO,15,MDB,4448,centro
DAVID CAMPOS,PALMÁCIA,15032,ELEITO,15,MDB,4436,centro
RONALDO DIAS,ITAMOGI,46574,ELEITO,15,MDB,4418,centro
DIOGO,BARRA DE GUABIRABA,23256,ELEITO,15,MDB,4401,centro
HENRIQUE VILELA,PORTO DE PEDRAS,28479,ELEITO,15,MDB,4401,centro
SÉRGIO CAMILO,SÃO JOÃO DO MANHUAÇU,40720,ELEITO,15,MDB,4401,centro
PEDRO CARDOSO,LAGOA REAL,36765,ELEITO,15,MDB,4376,centro
PALITÓ,SANTA MARIA DO SUAÇUÍ,51632,ELEITO,15,MDB,4366,centro
KATIA ESPOSA PREFEITO JUNIOR,AURIFLAMA,61832,ELEITO,15,MDB,4364,centro
JEANE MOURA,SENADOR RUI PALMEIRA,28916,ELEITO,15,MDB,4332,centro
NÉA DO GEO,IBATEGUARA,27596,ELEITO,15,MDB,4325,centro
HERMINIO HESPANHOL,MANTENÓPOLIS,56650,ELEITO,15,MDB,4298,centro
MOTTA,SÃO MIGUEL DO IGUAÇU,78891,ELEITO,15,MDB,4294,centro
DONA MARIA,BERURI,2950,ELEITO,15,MDB,4257,centro
DIEGO CINTO,CERQUEIRA CÉSAR,63290,ELEITO,15,MDB,4231,centro
DR FABRÍCIO LUIZ,DUAS BARRAS,58319,ELEITO,15,MDB,4186,centro
IBA,SÃO LUDGERO,83356,ELEITO,15,MDB,4176,centro
PAULO GALVÃO,ILHA DE ITAMARACÁ,24511,NÃO ELEITO,15,MDB,4168,centro
RUDI PAETZOLD,CORONEL SAPUCAIA,98590,ELEITO,15,MDB,4151,centro
NEGO SAMPAIO,POTÉ,50474,ELEITO,15,MDB,4129,centro
PINHEIRO,ANGICOS,16152,ELEITO,15,MDB,4121,centro
MENEGHINE,ENTRE-IJUÍS,85103,ELEITO,15,MDB,4120,centro
DRA GRAÇA,NOVA IPIXUNA,4600,ELEITO,15,MDB,4104,centro
IZABEL ROSA,TAVARES,89710,NÃO ELEITO,15,MDB,4081,centro
NERES POLICARPO,LAGOA GRANDE DO MARANHÃO,7846,ELEITO,15,MDB,4077,centro
AILTON GOULART,CALDAS,42056,ELEITO,15,MDB,4062,centro
LAANE BARROS,PIÇARRA,4782,ELEITO,15,MDB,4061,centro
FLAVIO ZANROSSO,TOMAZINA,79294,ELEITO,15,MDB,4058,centro
ZÉ AUGUSTO,QUATIPURU,4685,ELEITO,15,MDB,4048,centro
MORENINHO,AVELINO LOPES,10219,ELEITO,15,MDB,4046,centro
JOSAFÁ STORCH,LARANJA DA TERRA,57916,ELEITO,15,MDB,4045,centro
JUNIOR MARRECO,NOVA AURORA,94935,ELEITO,15,MDB,4044,centro
PROFESSOR ALVARO,BARRO ALTO,92630,ELEITO,15,MDB,4029,centro
NENO FREITAS,BRANQUINHA,27219,ELEITO,15,MDB,4002,centro
VILSON GONÇALVES,AVEIRO,4197,ELEITO,15,MDB,3972,centro
OSMAR FRONER,CHAPADA DOS GUIMARÃES,90590,ELEITO,15,MDB,3946,centro
DR OSMUNDO ANDRADE,ITAUEIRA,11010,ELEITO,15,MDB,3941,centro
DR ANTONIO,BRASILÂNDIA,90450,ELEITO,15,MDB,3936,centro
ADILSON,JEQUERI,47090,ELEITO,15,MDB,3932,centro
LUÍS FERNANDO,CONCEIÇÃO DOS OUROS,43559,ELEITO,15,MDB,3925,centro
JUNIOR WEILLER,JESUÍTAS,79979,ELEITO,15,MDB,3920,centro
ALEXANDRE,TAIÓ,83518,ELEITO,15,MDB,3909,centro
LETÍCIA BELATO,MONSENHOR PAULO,48518,ELEITO,15,MDB,3864,centro
ARRABEL,BENEDITO NOVO,80438,ELEITO,15,MDB,3838,centro
GUSTAVO MARQUES,BONFIM,41610,ELEITO,15,MDB,3822,centro
MOACIR,SÃO JOÃO DO SUL,83232,ELEITO,15,MDB,3810,centro
MUNDINHO,ITANHOMI,46639,ELEITO,15,MDB,3798,centro
